genus,species,genusSpecies,sex,treatment,render_method,flight_method,left_mean,left_dev,right_mean,right_dev,up_mean,up_dev,down_mean,down_dev
Apatura,ilia,Apatura_ilia,Male,White_Flapping,White,Flapping,0.7421,0.1887,0.7436,0.1887,0.9054,0.4046,0.1937,0.1386
Apatura,iris,Apatura_iris,Female,Patterned_Gliding,Patterned,Gliding,0.3264,0.0019,0.3272,0.0019,0.2919,0.0014,5.41E-05,9.24E-05
Apatura,iris,Apatura_iris,Female,Patterned_Flapping,Patterned,Flapping,0.1222,0.0563,0.1225,0.0564,0.0973,0.0553,0.032,0.0198
Apatura,iris,Apatura_iris,Female,Averaged_Gliding,Averaged,Gliding,0.0288,3.51E-05,0.0288,3.53E-05,0.0657,5.11E-05,1.07E-06,1.60E-06
Apatura,iris,Apatura_iris,Female,Averaged_Flapping,Averaged,Flapping,0.0237,0.0046,0.0238,0.0046,0.0287,0.0112,0.0061,0.0041
Apatura,iris,Apatura_iris,Female,White_Gliding,White,Gliding,1.0005,0.0012,1.0028,0.0012,2.2828,0.0018,3.72E-05,5.55E-05
Apatura,iris,Apatura_iris,Female,White_Flapping,White,Flapping,0.7421,0.1949,0.7435,0.1951,0.9309,0.4261,0.2004,0.1395
Apatura,iris,Apatura_iris,Male,Patterned_Gliding,Patterned,Gliding,0.2228,0.0011,0.2229,0.0011,0.2216,0.0008,3.40E-05,5.84E-05
Apatura,iris,Apatura_iris,Male,Patterned_Flapping,Patterned,Flapping,0.091,0.0356,0.0912,0.0356,0.0821,0.0416,0.0241,0.0132
Apatura,iris,Apatura_iris,Male,Averaged_Gliding,Averaged,Gliding,0.0497,6.04E-05,0.0497,6.06E-05,0.105,8.31E-05,1.95E-06,3.31E-06
Apatura,iris,Apatura_iris,Male,Averaged_Flapping,Averaged,Flapping,0.0383,0.0087,0.0384,0.0087,0.0449,0.0191,0.0099,0.0066
Apatura,iris,Apatura_iris,Male,White_Gliding,White,Gliding,1.0021,0.0012,1.0038,0.0012,2.1189,0.0017,3.94E-05,6.68E-05
Apatura,iris,Apatura_iris,Male,White_Flapping,White,Flapping,0.7369,0.1936,0.7382,0.1938,0.8803,0.401,0.1972,0.1335
Apatura,metis,Apatura_metis,Female,Patterned_Gliding,Patterned,Gliding,0.0883,0.0005,0.0884,0.0005,0.0708,0.0003,1.48E-05,2.41E-05
Apatura,metis,Apatura_metis,Female,Patterned_Flapping,Patterned,Flapping,0.0489,0.0163,0.0491,0.0163,0.036,0.0176,0.0079,0.0032
Apatura,metis,Apatura_metis,Female,Averaged_Gliding,Averaged,Gliding,0.007,9.80E-06,0.0071,9.81E-06,0.0161,1.47E-05,3.51E-07,4.69E-07
Apatura,metis,Apatura_metis,Female,Averaged_Flapping,Averaged,Flapping,0.0069,0.0016,0.0069,0.0016,0.0081,0.0023,0.0016,0.0011
Apatura,metis,Apatura_metis,Female,White_Gliding,White,Gliding,1.0122,0.0014,1.0138,0.0014,2.3119,0.0021,5.04E-05,6.73E-05
Apatura,metis,Apatura_metis,Female,White_Flapping,White,Flapping,0.7205,0.1863,0.7222,0.1865,0.9469,0.4241,0.2022,0.144
Apatura,metis,Apatura_metis,Male,Patterned_Gliding,Patterned,Gliding,0.1015,0.0005,0.1014,0.0005,0.0979,0.0003,1.37E-05,2.00E-05
Apatura,metis,Apatura_metis,Male,Patterned_Flapping,Patterned,Flapping,0.0532,0.0173,0.0534,0.0173,0.0448,0.0204,0.0108,0.0052
Apatura,metis,Apatura_metis,Male,Averaged_Gliding,Averaged,Gliding,0.0253,3.68E-05,0.0254,3.70E-05,0.0544,6.15E-05,1.45E-06,1.56E-06
Apatura,metis,Apatura_metis,Male,Averaged_Flapping,Averaged,Flapping,0.0191,0.0038,0.0192,0.0038,0.0235,0.0092,0.0049,0.0035
Apatura,metis,Apatura_metis,Male,White_Gliding,White,Gliding,1.0244,0.0015,1.0266,0.0015,2.1982,0.0025,5.86E-05,6.29E-05
Apatura,metis,Apatura_metis,Male,White_Flapping,White,Flapping,0.7075,0.183,0.7088,0.1832,0.8938,0.3997,0.192,0.1398
Aphantopus,hyperantus,Aphantopus_hyperantus,Female,Patterned_Gliding,Patterned,Gliding,0.0925,9.09E-05,0.0928,9.15E-05,0.2497,0.0003,8.09E-06,1.14E-05
Aphantopus,hyperantus,Aphantopus_hyperantus,Female,Patterned_Flapping,Patterned,Flapping,0.0743,0.0182,0.0745,0.0182,0.1059,0.0473,0.0216,0.0133
Aphantopus,hyperantus,Aphantopus_hyperantus,Female,Averaged_Gliding,Averaged,Gliding,0.0745,8.28E-05,0.0746,8.32E-05,0.2007,0.0002,3.73E-06,4.72E-06
Aphantopus,hyperantus,Aphantopus_hyperantus,Female,Averaged_Flapping,Averaged,Flapping,0.0599,0.0141,0.06,0.0141,0.0828,0.0371,0.0171,0.0118
Aphantopus,hyperantus,Aphantopus_hyperantus,Female,White_Gliding,White,Gliding,0.9753,0.0011,0.9769,0.0011,2.6268,0.002,4.88E-05,6.18E-05
Aphantopus,hyperantus,Aphantopus_hyperantus,Female,White_Flapping,White,Flapping,0.7658,0.1945,0.7671,0.1947,1.0664,0.4925,0.2193,0.1496
Aphantopus,hyperantus,Aphantopus_hyperantus,Male,Patterned_Gliding,Patterned,Gliding,0.1151,0.0001,0.1149,0.0001,0.2833,0.0003,9.11E-06,1.28E-05
Aphantopus,hyperantus,Aphantopus_hyperantus,Male,Patterned_Flapping,Patterned,Flapping,0.0832,0.0227,0.0833,0.0228,0.1117,0.0528,0.0244,0.0161
Aphantopus,hyperantus,Aphantopus_hyperantus,Male,Averaged_Gliding,Averaged,Gliding,0.0864,8.46E-05,0.0865,8.48E-05,0.2178,0.0002,4.28E-06,4.98E-06
Aphantopus,hyperantus,Aphantopus_hyperantus,Male,Averaged_Flapping,Averaged,Flapping,0.0668,0.0171,0.0669,0.0171,0.0884,0.041,0.0187,0.013
Aphantopus,hyperantus,Aphantopus_hyperantus,Male,White_Gliding,White,Gliding,1.0019,0.001,1.0026,0.001,2.525,0.002,4.96E-05,5.77E-05
Aphantopus,hyperantus,Aphantopus_hyperantus,Male,White_Flapping,White,Flapping,0.7755,0.2008,0.7764,0.201,1.0253,0.4761,0.2152,0.1467
Aporia,crataegi,Aporia_crataegi,Female,Patterned_Gliding,Patterned,Gliding,0.6113,0.0005,0.6119,0.0005,1.3741,0.0008,3.37E-05,2.82E-05
Aporia,crataegi,Aporia_crataegi,Female,Patterned_Flapping,Patterned,Flapping,0.5009,0.1545,0.5018,0.1544,0.5344,0.2775,0.1418,0.0889
Aporia,crataegi,Aporia_crataegi,Female,Averaged_Gliding,Averaged,Gliding,0.4105,0.0004,0.4119,0.0004,1.1357,0.0008,2.43E-05,2.72E-05
Aporia,crataegi,Aporia_crataegi,Female,Averaged_Flapping,Averaged,Flapping,0.2943,0.106,0.2949,0.1063,0.4288,0.2312,0.0944,0.064
Aporia,crataegi,Aporia_crataegi,Female,White_Gliding,White,Gliding,0.9384,0.0009,0.9415,0.0009,2.596,0.0019,5.56E-05,6.23E-05
Aporia,crataegi,Aporia_crataegi,Female,White_Flapping,White,Flapping,0.7818,0.2002,0.7836,0.2007,1.0825,0.4975,0.2302,0.1549
Aporia,crataegi,Aporia_crataegi,Male,Patterned_Gliding,Patterned,Gliding,0.5747,0.0006,0.5763,0.0006,1.2256,0.0006,3.07E-05,3.01E-05
Aporia,crataegi,Aporia_crataegi,Male,Patterned_Flapping,Patterned,Flapping,0.4586,0.1442,0.4604,0.1444,0.4811,0.253,0.1253,0.0776
Aporia,crataegi,Aporia_crataegi,Male,Averaged_Gliding,Averaged,Gliding,0.3858,0.0004,0.3867,0.0004,0.9826,0.0007,2.22E-05,2.53E-05
Aporia,crataegi,Aporia_crataegi,Male,Averaged_Flapping,Averaged,Flapping,0.2744,0.0983,0.2748,0.0985,0.3746,0.2009,0.084,0.0562
Aporia,crataegi,Aporia_crataegi,Male,White_Gliding,White,Gliding,0.9735,0.0009,0.9758,0.0009,2.4796,0.0019,5.61E-05,6.38E-05
Aporia,crataegi,Aporia_crataegi,Male,White_Flapping,White,Flapping,0.7989,0.2025,0.8003,0.2028,1.0372,0.4782,0.2259,0.1492
Araschnia,levana,Araschnia_levana,Female,Patterned_Gliding,Patterned,Gliding,0.0997,0.0002,0.0998,0.0002,0.1249,0.0002,1.50E-05,3.84E-05
Araschnia,levana,Araschnia_levana,Female,Patterned_Flapping,Patterned,Flapping,0.0505,0.0159,0.0506,0.016,0.0613,0.0283,0.0138,0.0071
Araschnia,levana,Araschnia_levana,Female,Averaged_Gliding,Averaged,Gliding,0.028,3.33E-05,0.0281,3.35E-05,0.069,6.70E-05,1.63E-06,2.18E-06
Araschnia,levana,Araschnia_levana,Female,Averaged_Flapping,Averaged,Flapping,0.0217,0.0044,0.0218,0.0044,0.0292,0.0123,0.006,0.0043
Araschnia,levana,Araschnia_levana,Female,White_Gliding,White,Gliding,1.0345,0.0012,1.0363,0.0012,2.5453,0.0025,6.00E-05,8.04E-05
Araschnia,levana,Araschnia_levana,Female,White_Flapping,White,Flapping,0.7452,0.1907,0.7462,0.1908,1.0252,0.4726,0.2091,0.1462
Araschnia,levana,Araschnia_levana,Male,Patterned_Gliding,Patterned,Gliding,0.1103,0.0002,0.1105,0.0002,0.1405,0.0003,1.63E-05,4.68E-05
Araschnia,levana,Araschnia_levana,Male,Patterned_Flapping,Patterned,Flapping,0.0572,0.0144,0.0574,0.0145,0.068,0.0302,0.0149,0.0074
Araschnia,levana,Araschnia_levana,Male,Averaged_Gliding,Averaged,Gliding,0.0372,5.40E-05,0.0372,5.40E-05,0.0818,8.66E-05,2.01E-06,2.24E-06
Araschnia,levana,Araschnia_levana,Male,Averaged_Flapping,Averaged,Flapping,0.0275,0.0054,0.0276,0.0054,0.0343,0.0143,0.0071,0.0055
Araschnia,levana,Araschnia_levana,Male,White_Gliding,White,Gliding,1.0871,0.0016,1.0878,0.0016,2.3921,0.0025,5.87E-05,6.55E-05
Araschnia,levana,Araschnia_levana,Male,White_Flapping,White,Flapping,0.7457,0.1931,0.7471,0.1932,0.9529,0.4366,0.1962,0.1458
Archon,apollinus,Archon_apollinus,Female,Patterned_Gliding,Patterned,Gliding,0.352,0.0017,0.3519,0.0017,0.3028,0.0011,3.35E-05,3.72E-05
Archon,apollinus,Archon_apollinus,Female,Patterned_Flapping,Patterned,Flapping,0.1217,0.051,0.1221,0.0509,0.0909,0.054,0.0292,0.0175
Archon,apollinus,Archon_apollinus,Female,Averaged_Gliding,Averaged,Gliding,5.55E-08,7.90E-11,5.55E-08,7.89E-11,1.21E-07,1.49E-10,6.67E-12,3.59E-12
Archon,apollinus,Archon_apollinus,Female,Averaged_Flapping,Averaged,Flapping,0.0015,0.0021,0.0015,0.0021,0.0006,0.0009,0.0002,0.0003
Archon,apollinus,Archon_apollinus,Female,White_Gliding,White,Gliding,1.0892,0.0014,1.0902,0.0014,2.381,0.0027,6.49E-05,6.80E-05
Archon,apollinus,Archon_apollinus,Female,White_Flapping,White,Flapping,0.8122,0.207,0.8134,0.207,0.9648,0.4412,0.2055,0.1394
Archon,apollinus,Archon_apollinus,Male,Patterned_Gliding,Patterned,Gliding,0.3483,0.001,0.3484,0.001,0.4831,0.0012,3.05E-05,5.51E-05
Archon,apollinus,Archon_apollinus,Male,Patterned_Flapping,Patterned,Flapping,0.181,0.0729,0.1815,0.0728,0.1437,0.0857,0.0568,0.0358
Archon,apollinus,Archon_apollinus,Male,Averaged_Gliding,Averaged,Gliding,0.0669,9.28E-05,0.0669,9.29E-05,0.146,0.0002,3.60E-06,4.07E-06
Archon,apollinus,Archon_apollinus,Male,Averaged_Flapping,Averaged,Flapping,0.0397,0.0152,0.0398,0.0152,0.0493,0.0289,0.0112,0.007
Archon,apollinus,Archon_apollinus,Male,White_Gliding,White,Gliding,1.1135,0.0015,1.1142,0.0015,2.4312,0.0027,6.00E-05,6.79E-05
Archon,apollinus,Archon_apollinus,Male,White_Flapping,White,Flapping,0.8117,0.2149,0.8129,0.215,0.9735,0.4519,0.2036,0.1376
Arethusana,arethusa,Arethusana_arethusa,Female,Patterned_Gliding,Patterned,Gliding,0.0555,0.0003,0.0557,0.0003,0.0465,0.0002,9.67E-06,3.13E-05
Arethusana,arethusa,Arethusana_arethusa,Female,Patterned_Flapping,Patterned,Flapping,0.0162,0.0065,0.0162,0.0066,0.0147,0.0068,0.0055,0.0026
Arethusana,arethusa,Arethusana_arethusa,Female,Averaged_Gliding,Averaged,Gliding,0.004,3.46E-06,0.004,3.47E-06,0.0111,7.86E-06,2.01E-07,3.13E-07
Arethusana,arethusa,Arethusana_arethusa,Female,Averaged_Flapping,Averaged,Flapping,0.0039,0.0008,0.0039,0.0008,0.0051,0.0019,0.0011,0.0008
Arethusana,arethusa,Arethusana_arethusa,Female,White_Gliding,White,Gliding,0.8506,0.0007,0.852,0.0007,2.371,0.0017,4.31E-05,6.69E-05
Arethusana,arethusa,Arethusana_arethusa,Female,White_Flapping,White,Flapping,0.7124,0.1749,0.7136,0.1752,0.9918,0.4597,0.2147,0.1411
Arethusana,arethusa,Arethusana_arethusa,Male,Patterned_Gliding,Patterned,Gliding,0.0494,0.0003,0.0494,0.0003,0.0367,0.0002,7.53E-06,1.75E-05
Arethusana,arethusa,Arethusana_arethusa,Male,Patterned_Flapping,Patterned,Flapping,0.0143,0.0053,0.0146,0.0053,0.0114,0.0048,0.0041,0.0023
Arethusana,arethusa,Arethusana_arethusa,Male,Averaged_Gliding,Averaged,Gliding,0.0007,6.37E-07,0.0007,6.36E-07,0.0017,1.13E-06,2.90E-08,4.15E-08
Arethusana,arethusa,Arethusana_arethusa,Male,Averaged_Flapping,Averaged,Flapping,0.0012,0.0007,0.0012,0.0007,0.0011,0.0002,0.0003,0.0002
Arethusana,arethusa,Arethusana_arethusa,Male,White_Gliding,White,Gliding,0.9485,0.0009,0.9488,0.0009,2.3058,0.0016,4.00E-05,5.72E-05
Arethusana,arethusa,Arethusana_arethusa,Male,White_Flapping,White,Flapping,0.761,0.192,0.7621,0.192,0.9565,0.4391,0.2058,0.1394
Argynnis,laodice,Argynnis_laodice,Female,Patterned_Gliding,Patterned,Gliding,0.0627,0.0003,0.0628,0.0003,0.0668,0.0002,9.31E-06,1.85E-05
Argynnis,laodice,Argynnis_laodice,Female,Patterned_Flapping,Patterned,Flapping,0.0317,0.0078,0.032,0.0079,0.0308,0.0116,0.0061,0.0028
Argynnis,laodice,Argynnis_laodice,Female,Averaged_Gliding,Averaged,Gliding,0.0136,1.28E-05,0.0136,1.28E-05,0.034,2.08E-05,5.00E-07,7.82E-07
Argynnis,laodice,Argynnis_laodice,Female,Averaged_Flapping,Averaged,Flapping,0.0122,0.0022,0.0122,0.0022,0.0152,0.0058,0.0031,0.0022
Argynnis,laodice,Argynnis_laodice,Female,White_Gliding,White,Gliding,0.9172,0.0009,0.9185,0.0009,2.2906,0.0014,3.37E-05,5.26E-05
Argynnis,laodice,Argynnis_laodice,Female,White_Flapping,White,Flapping,0.71,0.1709,0.7116,0.1711,0.9364,0.4286,0.1974,0.138
Argynnis,laodice,Argynnis_laodice,Male,Patterned_Gliding,Patterned,Gliding,0.0903,0.0003,0.0911,0.0003,0.106,0.0002,5.93E-06,8.25E-06
Argynnis,laodice,Argynnis_laodice,Male,Patterned_Flapping,Patterned,Flapping,0.0518,0.0135,0.0523,0.0136,0.0467,0.0191,0.0103,0.0061
Argynnis,laodice,Argynnis_laodice,Male,Averaged_Gliding,Averaged,Gliding,0.0365,4.35E-05,0.0365,4.35E-05,0.0833,5.15E-05,1.23E-06,1.54E-06
Argynnis,laodice,Argynnis_laodice,Male,Averaged_Flapping,Averaged,Flapping,0.0292,0.0058,0.0293,0.0058,0.0354,0.0145,0.0073,0.0053
Argynnis,laodice,Argynnis_laodice,Male,White_Gliding,White,Gliding,1.034,0.0012,1.0333,0.0012,2.3581,0.0015,3.49E-05,4.35E-05
Argynnis,laodice,Argynnis_laodice,Male,White_Flapping,White,Flapping,0.7702,0.1882,0.7708,0.1876,0.9548,0.4325,0.2002,0.145
Argynnis,pandora,Argynnis_pandora,Female,Patterned_Gliding,Patterned,Gliding,0.1157,0.0005,0.1162,0.0005,0.1397,0.0003,1.26E-05,2.09E-05
Argynnis,pandora,Argynnis_pandora,Female,Patterned_Flapping,Patterned,Flapping,0.0651,0.0209,0.0653,0.021,0.0552,0.0254,0.0128,0.0072
Argynnis,pandora,Argynnis_pandora,Female,Averaged_Gliding,Averaged,Gliding,0.0361,4.45E-05,0.0361,4.47E-05,0.0839,5.67E-05,1.36E-06,2.21E-06
Argynnis,pandora,Argynnis_pandora,Female,Averaged_Flapping,Averaged,Flapping,0.0291,0.0065,0.0292,0.0065,0.0361,0.015,0.0077,0.0051
Argynnis,pandora,Argynnis_pandora,Female,White_Gliding,White,Gliding,0.9629,0.0012,0.9645,0.0012,2.2402,0.0015,3.64E-05,5.90E-05
Argynnis,pandora,Argynnis_pandora,Female,White_Flapping,White,Flapping,0.7451,0.1868,0.7463,0.187,0.9396,0.4187,0.2038,0.1384
Argynnis,pandora,Argynnis_pandora,Male,Patterned_Gliding,Patterned,Gliding,0.1346,0.0005,0.1348,0.0005,0.1779,0.0003,1.14E-05,9.95E-06
Argynnis,pandora,Argynnis_pandora,Male,Patterned_Flapping,Patterned,Flapping,0.0799,0.0244,0.0802,0.0245,0.0711,0.0326,0.0147,0.0094
Argynnis,pandora,Argynnis_pandora,Male,Averaged_Gliding,Averaged,Gliding,0.0519,6.11E-05,0.052,6.14E-05,0.1162,7.70E-05,2.04E-06,2.75E-06
Argynnis,pandora,Argynnis_pandora,Male,Averaged_Flapping,Averaged,Flapping,0.0407,0.009,0.0408,0.009,0.0494,0.0209,0.0106,0.0072
Argynnis,pandora,Argynnis_pandora,Male,White_Gliding,White,Gliding,1.0029,0.0012,1.0044,0.0012,2.2467,0.0015,3.94E-05,5.32E-05
Argynnis,pandora,Argynnis_pandora,Male,White_Flapping,White,Flapping,0.7652,0.1865,0.7666,0.1865,0.9406,0.4171,0.2036,0.1401
Argynnis,paphia,Argynnis_paphia,Female,Patterned_Gliding,Patterned,Gliding,0.083,0.0002,0.0833,0.0002,0.1439,0.0002,8.72E-06,1.42E-05
Argynnis,paphia,Argynnis_paphia,Female,Patterned_Flapping,Patterned,Flapping,0.0532,0.0119,0.0534,0.012,0.0652,0.0267,0.0126,0.0071
Argynnis,paphia,Argynnis_paphia,Female,Averaged_Gliding,Averaged,Gliding,0.044,5.47E-05,0.0441,5.48E-05,0.1105,6.86E-05,1.75E-06,2.33E-06
Argynnis,paphia,Argynnis_paphia,Female,Averaged_Flapping,Averaged,Flapping,0.0361,0.0079,0.0362,0.0079,0.0476,0.0199,0.0099,0.0068
Argynnis,paphia,Argynnis_paphia,Female,White_Gliding,White,Gliding,0.9604,0.0012,0.962,0.0012,2.4112,0.0015,3.81E-05,5.07E-05
Argynnis,paphia,Argynnis_paphia,Female,White_Flapping,White,Flapping,0.7434,0.1894,0.745,0.1897,0.9988,0.451,0.2107,0.1443
Argynnis,paphia,Argynnis_paphia,Male,Patterned_Gliding,Patterned,Gliding,0.0645,0.0002,0.0648,0.0002,0.0926,0.0002,5.38E-06,7.06E-06
Argynnis,paphia,Argynnis_paphia,Male,Patterned_Flapping,Patterned,Flapping,0.0385,0.0088,0.0388,0.0089,0.0429,0.0167,0.0069,0.0042
Argynnis,paphia,Argynnis_paphia,Male,Averaged_Gliding,Averaged,Gliding,0.0262,3.41E-05,0.0262,3.41E-05,0.0634,4.03E-05,1.10E-06,1.27E-06
Argynnis,paphia,Argynnis_paphia,Male,Averaged_Flapping,Averaged,Flapping,0.0215,0.0044,0.0215,0.0044,0.0274,0.011,0.0057,0.004
Argynnis,paphia,Argynnis_paphia,Male,White_Gliding,White,Gliding,0.9787,0.0013,0.9788,0.0013,2.3664,0.0015,4.09E-05,4.73E-05
Argynnis,paphia,Argynnis_paphia,Male,White_Flapping,White,Flapping,0.7419,0.1907,0.7429,0.1905,0.9725,0.4364,0.2037,0.1463
Aricia,agestis,Aricia_agestis,Female,Patterned_Gliding,Patterned,Gliding,0.1426,0.0003,0.1425,0.0003,0.2925,0.0004,1.50E-05,3.84E-05
Aricia,agestis,Aricia_agestis,Female,Patterned_Flapping,Patterned,Flapping,0.0922,0.0249,0.0922,0.0249,0.1197,0.0569,0.0273,0.0161
Aricia,agestis,Aricia_agestis,Female,Averaged_Gliding,Averaged,Gliding,0.0725,6.71E-05,0.0725,6.70E-05,0.1746,0.0001,3.64E-06,5.13E-06
Aricia,agestis,Aricia_agestis,Female,Averaged_Flapping,Averaged,Flapping,0.0555,0.0137,0.0556,0.0137,0.0726,0.0329,0.0155,0.0104
Aricia,agestis,Aricia_agestis,Female,White_Gliding,White,Gliding,1.0069,0.0009,1.007,0.0009,2.4241,0.0021,5.05E-05,7.12E-05
Aricia,agestis,Aricia_agestis,Female,White_Flapping,White,Flapping,0.7539,0.1974,0.7549,0.1974,0.9926,0.4612,0.2092,0.1355
Aricia,agestis,Aricia_agestis,Male,Patterned_Gliding,Patterned,Gliding,0.1468,0.0005,0.1466,0.0005,0.3363,0.0007,3.45E-05,0.0001
Aricia,agestis,Aricia_agestis,Male,Patterned_Flapping,Patterned,Flapping,0.0955,0.0256,0.0956,0.0256,0.14,0.0682,0.0306,0.0171
Aricia,agestis,Aricia_agestis,Male,Averaged_Gliding,Averaged,Gliding,0.0614,6.08E-05,0.0615,6.06E-05,0.1597,0.0001,3.33E-06,4.42E-06
Aricia,agestis,Aricia_agestis,Male,Averaged_Flapping,Averaged,Flapping,0.0463,0.0113,0.0464,0.0113,0.0657,0.0296,0.0139,0.0099
Aricia,agestis,Aricia_agestis,Male,White_Gliding,White,Gliding,1.0139,0.001,1.0147,0.001,2.6369,0.0022,5.50E-05,7.29E-05
Aricia,agestis,Aricia_agestis,Male,White_Flapping,White,Flapping,0.7488,0.1869,0.75,0.1868,1.0716,0.4922,0.2218,0.1516
Aricia,anteros,Aricia_anteros,Female,Patterned_Gliding,Patterned,Gliding,0.126,0.0004,0.1258,0.0004,0.2427,0.0005,1.98E-05,5.77E-05
Aricia,anteros,Aricia_anteros,Female,Patterned_Flapping,Patterned,Flapping,0.0686,0.0193,0.0688,0.0193,0.0972,0.0478,0.0228,0.0124
Aricia,anteros,Aricia_anteros,Female,Averaged_Gliding,Averaged,Gliding,0.0407,4.07E-05,0.0408,4.07E-05,0.1073,9.22E-05,2.27E-06,2.83E-06
Aricia,anteros,Aricia_anteros,Female,Averaged_Flapping,Averaged,Flapping,0.0321,0.0079,0.0322,0.0079,0.0444,0.0201,0.0095,0.0066
Aricia,anteros,Aricia_anteros,Female,White_Gliding,White,Gliding,1.0124,0.001,1.013,0.001,2.6672,0.0023,5.64E-05,7.03E-05
Aricia,anteros,Aricia_anteros,Female,White_Flapping,White,Flapping,0.7665,0.2059,0.7677,0.2058,1.0734,0.5063,0.2253,0.1485
Aricia,anteros,Aricia_anteros,Male,Patterned_Gliding,Patterned,Gliding,0.1311,0.0005,0.1314,0.0005,0.1914,0.0004,2.11E-05,5.51E-05
Aricia,anteros,Aricia_anteros,Male,Patterned_Flapping,Patterned,Flapping,0.0643,0.0228,0.0645,0.0229,0.0741,0.033,0.0229,0.0123
Aricia,anteros,Aricia_anteros,Male,Averaged_Gliding,Averaged,Gliding,0.0406,3.34E-05,0.0408,3.36E-05,0.1022,8.06E-05,2.07E-06,2.70E-06
Aricia,anteros,Aricia_anteros,Male,Averaged_Flapping,Averaged,Flapping,0.028,0.0097,0.0281,0.0098,0.0383,0.0206,0.0085,0.0057
Aricia,anteros,Aricia_anteros,Male,White_Gliding,White,Gliding,0.9733,0.0008,0.9771,0.0008,2.448,0.0019,4.96E-05,6.46E-05
Aricia,anteros,Aricia_anteros,Male,White_Flapping,White,Flapping,0.7606,0.2021,0.7639,0.2028,0.999,0.4724,0.2132,0.1384
Aricia,artaxerxes,Aricia_artaxerxes,Female,Patterned_Gliding,Patterned,Gliding,0.1436,0.0002,0.1436,0.0002,0.3717,0.0005,1.64E-05,4.19E-05
Aricia,artaxerxes,Aricia_artaxerxes,Female,Patterned_Flapping,Patterned,Flapping,0.0978,0.0261,0.0979,0.026,0.1516,0.0737,0.0313,0.019
Aricia,artaxerxes,Aricia_artaxerxes,Female,Averaged_Gliding,Averaged,Gliding,0.0962,0.0001,0.0963,0.0001,0.254,0.0002,5.41E-06,7.87E-06
Aricia,artaxerxes,Aricia_artaxerxes,Female,Averaged_Flapping,Averaged,Flapping,0.0722,0.0186,0.0723,0.0186,0.1033,0.0485,0.0219,0.0146
Aricia,artaxerxes,Aricia_artaxerxes,Female,White_Gliding,White,Gliding,1.0675,0.0011,1.0684,0.0011,2.8187,0.0024,6.00E-05,8.73E-05
Aricia,artaxerxes,Aricia_artaxerxes,Female,White_Flapping,White,Flapping,0.8056,0.2043,0.8071,0.2042,1.1507,0.5369,0.2398,0.1551
Aricia,artaxerxes,Aricia_artaxerxes,Male,Patterned_Gliding,Patterned,Gliding,0.1552,0.0004,0.1556,0.0004,0.3626,0.0006,2.20E-05,6.39E-05
Aricia,artaxerxes,Aricia_artaxerxes,Male,Patterned_Flapping,Patterned,Flapping,0.0928,0.0261,0.0931,0.0261,0.1387,0.0688,0.0292,0.0182
Aricia,artaxerxes,Aricia_artaxerxes,Male,Averaged_Gliding,Averaged,Gliding,0.0911,0.0001,0.0914,0.0001,0.2286,0.0002,5.31E-06,7.24E-06
Aricia,artaxerxes,Aricia_artaxerxes,Male,Averaged_Flapping,Averaged,Flapping,0.0635,0.0166,0.0637,0.0166,0.0907,0.0425,0.0191,0.0135
Aricia,artaxerxes,Aricia_artaxerxes,Male,White_Gliding,White,Gliding,1.0759,0.0013,1.0789,0.0013,2.6987,0.0027,6.27E-05,8.54E-05
Aricia,artaxerxes,Aricia_artaxerxes,Male,White_Flapping,White,Flapping,0.7611,0.1942,0.7636,0.1946,1.083,0.5003,0.2239,0.1527
Aricia,cramera,Aricia_cramera,Female,Patterned_Gliding,Patterned,Gliding,0.1125,0.0002,0.1126,0.0002,0.2224,0.0003,1.05E-05,2.54E-05
Aricia,cramera,Aricia_cramera,Female,Patterned_Flapping,Patterned,Flapping,0.0727,0.0206,0.0728,0.0206,0.0904,0.0431,0.0207,0.0121
Aricia,cramera,Aricia_cramera,Female,Averaged_Gliding,Averaged,Gliding,0.0577,4.84E-05,0.0577,4.83E-05,0.1421,0.0001,3.29E-06,4.81E-06
Aricia,cramera,Aricia_cramera,Female,Averaged_Flapping,Averaged,Flapping,0.0438,0.0112,0.0439,0.0113,0.0592,0.0273,0.0129,0.0084
Aricia,cramera,Aricia_cramera,Female,White_Gliding,White,Gliding,0.9893,0.0008,0.9896,0.0008,2.4359,0.0022,5.63E-05,8.25E-05
Aricia,cramera,Aricia_cramera,Female,White_Flapping,White,Flapping,0.7416,0.1973,0.7428,0.1975,1.0052,0.469,0.2154,0.136
Aricia,cramera,Aricia_cramera,Male,Patterned_Gliding,Patterned,Gliding,0.1402,0.0003,0.1401,0.0003,0.283,0.0004,1.68E-05,4.66E-05
Aricia,cramera,Aricia_cramera,Male,Patterned_Flapping,Patterned,Flapping,0.0852,0.023,0.0852,0.0229,0.1151,0.0564,0.0261,0.0148
Aricia,cramera,Aricia_cramera,Male,Averaged_Gliding,Averaged,Gliding,0.0665,5.60E-05,0.0666,5.58E-05,0.165,0.0001,3.39E-06,5.02E-06
Aricia,cramera,Aricia_cramera,Male,Averaged_Flapping,Averaged,Flapping,0.0503,0.0126,0.0504,0.0126,0.0676,0.0314,0.0144,0.0097
Aricia,cramera,Aricia_cramera,Male,White_Gliding,White,Gliding,1.0415,0.0009,1.0427,0.0009,2.5852,0.002,5.31E-05,7.86E-05
